IOC_sort,2019#,ADU,Rank,Scientific Name,Common Name,Status Birdlife,2019 IUCN Red List category,AM,AMR,E,EX,HIST,IO,MM,N,NR,NRR,OM,PM,PMR,RAR,RS,SO,VIO,VM,VN,VO,VP,VSO,VSA,Order,Family,Clements--Sort,Clements--code,Clements--Scientific Name,Clements--Common Name,Clements--Family,H&M--Scientific Name,H&M--Common Name,H&M--sort_key,HBW-BL--Scientific Name,HBW-BL--Common Name,HBW-BL--Note,HBW-BL--SISRecID,IOC--Code,IOC--Note,96#,2009#,IOC--Breeding Range,IOC--Nonbreeding Range,Clements--range,H&M--range,Note 2019,Note 2009
12433,543,454,Species,Smithornis capensis,African Broadbill,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Calyptomenidae,12558,afrbro1,Smithornis capensis,African Broadbill,African and Green Broadbills,Smithornis capensis,African Broadbill,105-001-001-001,Smithornis capensis,African Broadbill,,22698707,,,618.5,540,AF : widespread,,,,,
12434,,,Subspecies,Smithornis capensis delacouri,African Broadbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Calyptomenidae,12559,,Smithornis capensis delacouri,,African and Green Broadbills,Smithornis capensis delacouri,African Broadbill,105-001-001-001-001,,,,,,,,,Sierra Leone to Ghana,,Sierra Leone to Ghana,SW Guinea to W Togo,,
12435,,,Subspecies,Smithornis capensis camarunensis,African Broadbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Calyptomenidae,12560,,Smithornis capensis camarunensis,,African and Green Broadbills,Smithornis capensis camarunensis,African Broadbill,105-001-001-001-002,,,,,,,,,"Cameroon, Gabon and Central African Republic",,Cameroon to Gabon and C African Republic,"E Nigeria to Central African Republic, Gabon and W PR Congo",,
12436,,,Subspecies,Smithornis capensis albigularis,African Broadbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Calyptomenidae,12561,,Smithornis capensis albigularis,,African and Green Broadbills,Smithornis capensis albigularis,African Broadbill,105-001-001-001-006,,,,,,,,,w Angola to Tanzania south to Zambia and Malawi,,"Angola to Democratic Republic of the Congo, n Zambia, w Tanzania and n Malawi","N Angola, N Zambia, SE DR Congo, W Tanzania, N Malawi",,
12437,,,Subspecies,Smithornis capensis meinertzhageni,African Broadbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Calyptomenidae,12563,,Smithornis capensis meinertzhageni,,African and Green Broadbills,Smithornis capensis meinertzhageni,African Broadbill,105-001-001-001-003,,,,,,,,,ne DR Congo to w Kenya,,"Highlands of ne Democratic Republic of the Congo, Uganda and w Kenya","NE DR Congo, Rwanda, Uganda, W Kenya",,
12438,,,Subspecies,Smithornis capensis medianus,African Broadbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Calyptomenidae,12562,,Smithornis capensis medianus,,African and Green Broadbills,Smithornis capensis medianus,African Broadbill,105-001-001-001-004,,,,,,,,,c Kenya and ne Tanzania,,C Kenya and ne Tanzania,"C Kenya, NE Tanzania",,
12439,,,Subspecies,Smithornis capensis suahelicus,African Broadbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Calyptomenidae,12564,,Smithornis capensis suahelicus,,African and Green Broadbills,Smithornis capensis suahelicus,African Broadbill,105-001-001-001-005,,,,,,,,,"se Kenya, e Tanzania and ne Mozambique",,"SE Kenya, e Tanzania and ne Mozambique",Coastal Kenya to E Tanzania,,
12440,,,Subspecies,Smithornis capensis cryptoleucus,African Broadbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Calyptomenidae,12566,,Smithornis capensis cryptoleucus,,African and Green Broadbills,Smithornis capensis cryptoleucus,African Broadbill,105-001-001-001-008,,,,,,,,,e Zimbabwe to sw Tanzania to s Mozambique and ne South Africa,,"southeastern Tanzania and southern Malawi to eastern Zimbabwe, Mozambique, northeastern South Africa, and Swaziland","S Malawi, SE Tanzania, Mozambique, E Zimbabwe, NE South Africa (E Limpopo to N KwaZulu-Natal) [Clancey, 1963 #812]",,
12441,,,Subspecies,Smithornis capensis conjunctus,African Broadbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Calyptomenidae,12565,,Smithornis capensis conjunctus,,African and Green Broadbills,Smithornis capensis conjunctus,African Broadbill,105-001-001-001-007,,,,,,,,,ne Namibia to s Zambia and nw Mozambique,,Caprivi Strip and middle Zambezi Valley to nw Mozambique,"S and SE Zambia, NW Mozambique (Tete), N Botswana, N Zimbabwe [Clancey, 1963 #812]",,
12442,,,Subspecies,Smithornis capensis capensis,African Broadbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Calyptomenidae,12567,,Smithornis capensis capensis,,African and Green Broadbills,Smithornis capensis capensis,African Broadbill,105-001-001-001-009,,,,,,,,,e South Africa,,eastern South Africa (coastal KwaZulu-Natal and northeastern Eastern Cape),NE South Africa (coastal KwaZulu-Natal),,
12546,542,455,Species,Pitta angolensis,African Pitta,,Least Concern,TRUE,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Pittidae,12699,afrpit1,Pitta angolensis,African Pitta,Old World Pittas,Pitta angolensis,African Pitta,102-001-002-017,Pitta angolensis,African Pitta,,22698671,,,621.5,541,"AF : e, se, wc, w",,,,,
12547,,,Subspecies,Pitta angolensis pulih,African Pitta,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Pittidae,12700,,Pitta angolensis pulih,,Old World Pittas,Pitta angolensis pulih,African Pitta,102-001-002-017-001,,,,,SSP,"P. a. pulih may be a subspecies of Green-breasted Pitta (N. Borrow, C. Goodie comm.)",,,Sierra Leone to w Cameroon,,Sierra Leone and se Guinea to w Cameroon,Sierra Leone to W Togo; SW Nigeria to SW Cameroon,,
12548,,,Subspecies,Pitta angolensis angolensis,African Pitta,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Pittidae,12701,,Pitta angolensis angolensis,,Old World Pittas,Pitta angolensis angolensis,African Pitta,102-001-002-017-003,,,,,,,,,sw Cameroon to nw Angola,,"Southwest Cameroon to Gabon, nw Angola and w Democratic Republic of the Congo",S Gabon to N Angola,,
12549,,,Subspecies,Pitta angolensis longipennis,African Pitta,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Pittidae,12702,,Pitta angolensis longipennis,,Old World Pittas,Pitta angolensis longipennis,African Pitta,102-001-002-017-004,,,,,,,,,se DR Congo to se Tanzania and south to ne South Africa,"to Central African Republic, n DR Congo and s Kenya",Intratropical migrant (se Democratic Republic of the Congo to e South Africa),"SE Tanzania to Zimbabwe and C Mozambique >> N DR Congo, S Uganda, coastal Kenya",,
17650,556,683,Species,Batis mixta,Forest Batis,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18974,shtbat1,Batis mixta,Short-tailed Batis,Wattle-eyes and Batises,Batis mixta,Forest Batis,156-001-002-003,Batis mixta,Forest Batis,Batis mixta and B. reichenowi (del Hoyo and Collar 2016) were previously lumped as B. mixta following FjeldsÂ et al. (2006).,103704094,SSP,"Includes ultima. Monotypic. FjeldsÂ et al., 2006",1011,547,AF : se Kenya to ne Tanzania,,,,,Batis mixta ultima E
17661,557,673,Species,Batis molitor,Chinspot Batis,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18989,chibat1,Batis molitor,Chinspot Batis,Wattle-eyes and Batises,Batis molitor,Chinspot Batis,156-001-002-007,Batis molitor,Chinspot Batis,,22707864,,,1013,548,"AF : c, s",,,,,
17662,,,Subspecies,Batis molitor puella,Chinspot Batis,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18991,,Batis molitor puella,,Wattle-eyes and Batises,Batis molitor puella,Chinspot Batis,156-001-002-007-001,,,,,,,,,s Sudan and ne DR Congo to Kenya and n Tanzania,,"E Democratic Republic of the Congo to Uganda, w Kenya and w Tanzania","E DR Congo, South Sudan and Uganda to W and C Kenya and Tanzania",,
17663,,,Subspecies,Batis molitor pintoi,Chinspot Batis,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18990,,Batis molitor pintoi,,Wattle-eyes and Batises,Batis molitor pintoi,Chinspot Batis,156-001-002-007-002,,,,,,,,,Gabon to c Angola and nw Zambia,,"SE Gabon to Angola, sw Democratic Republic of the Congo and nw Zambia","N and C Angola, NW Zambia",,
17664,,,Subspecies,Batis molitor palliditergum,Chinspot Batis,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18992,,Batis molitor palliditergum,,Wattle-eyes and Batises,Batis molitor palliditergum,Chinspot Batis,156-001-002-007-003,,,,,,,,,"s Angola and se DR Congo to Namibia, Botswana and n South Africa",,"S Democratic Republic of the Congo to Namibia, Botswana, Malawi and n Cape Province","S Angola, S Zambia, N Namibia, N and E Botswana, NE South Africa",,
17665,,,Subspecies,Batis molitor molitor,Chinspot Batis,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18993,,Batis molitor molitor,,Wattle-eyes and Batises,Batis molitor molitor,Chinspot Batis,156-001-002-007-004,,,,,,,,,"s Mozambique, Swaziland and e South Africa",,S Mozambique to e Cape Province,"S Mozambique, E Swaziland, SE South Africa ",,
17667,558,2324,Species,Batis orientalis,Grey-headed Batis,,Least Concern,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,passeriformes, Platysteiridae,18999,gyhbat1,Batis orientalis,Gray-headed Batis,Wattle-eyes and Batises,Batis orientalis,Grey-headed Batis,156-001-002-009,Batis orientalis,Grey-headed Batis,,22707881,,,1015,549,"AF : c, ne",,,,,"The sole record is of two specimens, 24 October 1910, from Moyale"
17668,,,Subspecies,Batis orientalis chadensis,Grey-headed Batis,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,19002,,Batis orientalis chadensis,,Wattle-eyes and Batises,Batis orientalis chadensis,Grey-headed Batis,156-001-002-009-001,,,,,,,,,ne Nigeria and n Cameroon to sw Sudan,,"NE Nigeria to Democratic Republic of the Congo, Chad, Sudan and w Ethiopia","E Nigeria, S Chad and Central African Republic to SW Sudan, South Sudan and W Ethiopia",,
17669,,,Subspecies,Batis orientalis lynesi,Grey-headed Batis,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,19003,,Batis orientalis lynesi,,Wattle-eyes and Batises,Batis orientalis lynesi,Grey-headed Batis,156-001-002-009-002,,,,,,,,,ne Sudan,,N Sudan (e Red Sea Province),NE Sudan,,
17670,,,Subspecies,Batis orientalis orientalis,Grey-headed Batis,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,19001,,Batis orientalis orientalis,,Wattle-eyes and Batises,Batis orientalis orientalis,Grey-headed Batis,156-001-002-009-003,,,,,,,,,"Ethiopia, Eritrea, Somalia and n Kenya",,Central Eritrea to n Ethiopia,"SE Sudan, Eritrea, Ethiopia (except W), Somalia, NE Uganda and N Kenya",,
17671,559,675,Species,Batis soror,Pale Batis,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18994,palbat1,Batis soror,Pale Batis,Wattle-eyes and Batises,Batis soror,East Coast Batis,156-001-002-010,Batis soror,East Coast Batis,,22707868,,,1014,550,AF : se Kenya to e Zimbabwe and s Mozambique,,Lowlands of se Kenya to Malawi and Mozambique; Zanzibar,SE Kenya to S Mozambique,,
17675,560,2320,Species,Batis minor,Eastern Black-headed Batis,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,19007,bkhbat2,Batis minor,Eastern Black-headed Batis,Wattle-eyes and Batises,Batis minor,Black-headed Batis,156-001-002-012,Batis minor,Eastern Black-headed Batis,,22725117,"ENG, TAX",Change  English name for Batis minor to Eastern Black-headed Batis to align with split of B. erlangeri.,1017,551,"AF : s Somalia, se Kenya and e Tanzania",,,,,
17676,,,Subspecies,Batis minor minor,Eastern Black-headed Batis,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,19008,,Batis minor minor,,Wattle-eyes and Batises,Batis minor minor,Black-headed Batis,156-001-002-012-002,,,,,,,,,s Somalia,,S Somalia,S Somalia,,
17677,,,Subspecies,Batis minor suahelica,Eastern Black-headed Batis,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,19009,,Batis minor suahelica,,Wattle-eyes and Batises,Batis minor suahelica,Black-headed Batis,156-001-002-012-003,,,,,SSP,"Add: Louette, 2006. (contra  Dickinson, 2003).",,,se Kenya and e Tanzania,,Kenya and Tanzania,"SE Kenya, E Tanzania",,
17678,561,13630,Species,Batis erlangeri,Western Black-headed Batis,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,19004,bkhbat1,Batis erlangeri,Western Black-headed Batis,Wattle-eyes and Batises,Batis erlangeri,Von Erlanger's Batis,156-001-002-013,Batis erlangeri,Western Black-headed Batis,,22734102,AS,"Batis erlangeri is split from B. minor (Louette 2005, BLI)",,,AF : Ethiopian plateau and Somalia w to Cameroon and Angola,,,"N Cameroon to Angola, east to Somalia and NW Tanzania",,
17679,,,Subspecies,Batis erlangeri erlangeri,Western Black-headed Batis,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,19005,,Batis erlangeri erlangeri,,Wattle-eyes and Batises,Batis erlangeri erlangeri,Von Erlanger's Batis,156-001-002-013-001,,,,,,,,,"n Cameroon to Ethiopia south to Uganda, w Kenya and Burundi",,"southeastern Nigeria and Cameroon east to southern Sudan, Eritrea and Ethiopia, and south to eastern Democratic Republic of the Congo, Burundi, northwestern Tanzania, and western Kenya","N Cameroon to Ethiopia, south to Uganda, W Kenya and Burundi",,
17680,,,Subspecies,Batis erlangeri congoensis,Western Black-headed Batis,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,19006,,Batis erlangeri congoensis,,Wattle-eyes and Batises,Batis erlangeri congoensis,Von Erlanger's Batis,156-001-002-013-002,,,,,,,,,"s Congo, sw DR Congo, w Angola",,"Gabon and southern Congo south to northern Angola, and east to southwestern Democratic Republic of the Congo","S PR Congo, SW DR Congo, NW Angola",,
17681,562,2326,Species,Batis perkeo,Pygmy Batis,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,19011,pygbat1,Batis perkeo,Pygmy Batis,Wattle-eyes and Batises,Batis perkeo,Pygmy Batis,156-001-002-014,Batis perkeo,Pygmy Batis,,22707897,,,1016,552,"AF : se South Sudan, s Ethiopia and Somalia to n Tanzania",,"Arid s Ethiopia, Sudan, Somalia, Kenya to extreme ne Tanzania","SE South Sudan, S Ethiopia, S Somalia, N and E Kenya, NE Tanzania",,
17692,563,2398,Species,Platysteira castanea,Chestnut Wattle-eye,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18959,chweye1,Platysteira castanea,Chestnut Wattle-eye,Wattle-eyes and Batises,Dyaphorophyia castanea,Chestnut Wattle-eye,156-001-003-001,Dyaphorophyia castanea,Chestnut Wattle-eye,"Dyaphorophyia castanea and D. hormophora (del Hoyo and Collar 2016) were previously lumped as Platysteira castanea following Dowsett & Forbes-Watson (1993) and Sibley & Monroe (1990, 1993).",103704564,TAX,Wattle-eyes previously assigned to the genus Dyaphorophyia are now included in Platysteira (Njabo et al. 2008),1021,544,"AF : Nigeria to s Sudan, w Kenya and n Zambia",,"Benin and southwestern Nigeria east to southeastern Sudan, western Kenya, and northwestern Tanzania, and south to northwestern Angola, Democratic Republic of the Congo, and northwestern Zambia",,,
17695,567,677,Species,Platysteira peltata,Black-throated Wattle-eye,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18954,btweye1,Platysteira peltata,Black-throated Wattle-eye,Wattle-eyes and Batises,Platysteira peltata,Black-throated Wattle-eye,156-001-004-004,Platysteira peltata,Black-throated Wattle-eye,,22707938,,,1020,554,"AF : c, e, se",,,,,
17696,,,Subspecies,Platysteira peltata cryptoleuca,Black-throated Wattle-eye,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18955,,Platysteira peltata cryptoleuca,,Wattle-eyes and Batises,Platysteira peltata cryptoleuca,Black-throated Wattle-eye,156-001-004-004-002,,,,,,,,,Somalia to n Mozambique,,Somalia to e Zimbabwe and n Mozambique; Mafia I.,"Somalia to E Tanzania, SE Zambia, N Malawi, N Mozambique and E Zimbabwe",,
17697,,,Subspecies,Platysteira peltata mentalis,Black-throated Wattle-eye,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18956,,Platysteira peltata mentalis,,Wattle-eyes and Batises,Platysteira peltata mentalis,Black-throated Wattle-eye,156-001-004-004-003,,,,,,,,,"c Angola to w Kenya, w Tanzania and Malawi",,"Angola to s Democratic Republic of the Congo, Zambia, Uganda, Kenya and w Tanzania","Uganda and W Kenya to E and S DR Congo, N and W Zambia and Angola",,
17698,,,Subspecies,Platysteira peltata peltata,Black-throated Wattle-eye,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18957,,Platysteira peltata peltata,,Wattle-eyes and Batises,Platysteira peltata peltata,Black-throated Wattle-eye,156-001-004-004-004,,,,,,,,,Zambia to c Mozambique and e South Africa,,"Zambia to Malawi, Mozambique, e Zimbabwe and e S Africa",E Zambia and S Malawi to C and S Mozambique and NE South Africa (KwaZulu-Natal),,
17700,566,1148,Species,Platysteira cyanea,Brown-throated Wattle-eye,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18949,btweye2,Platysteira cyanea,Brown-throated Wattle-eye,Wattle-eyes and Batises,Platysteira cyanea,Brown-throated Wattle-eye,156-001-004-000,Platysteira cyanea,Brown-throated Wattle-eye,,22707924,,,1019,553,"AF : w, c",,,,,Called the Common Wattle-eye in the 1996 list
17701,,,Subspecies,Platysteira cyanea cyanea,Brown-throated Wattle-eye,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18950,,Platysteira cyanea cyanea,,Wattle-eyes and Batises,Platysteira cyanea cyanea,Brown-throated Wattle-eye,156-001-004-000-001,,,,,,,,,Senegal and Gambia to nw Angola,,"Senegal to Gabon, Angola, western Central African Republic, and northwestern Democratic Republic of the Congo","Senegal and Gambia to W Central African Republic, Gabon, SW DR Congo and NW Angola",,
17702,,,Subspecies,Platysteira cyanea nyansae,Brown-throated Wattle-eye,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18952,,Platysteira cyanea nyansae,,Wattle-eyes and Batises,Platysteira cyanea nyansae,Brown-throated Wattle-eye,156-001-004-000-002,,,,,,,,,Central African Republic and DR Congo to sw Sudan and w Kenya,,"eastern Central African Republic and eastern and central Democratic Republic of the Congo to southern South Sudan, western Kenya, and northwestern Tanzania","E Central African Republic and C and E DR Congo to W and S South Sudan, W Kenya and NW Tanzania",,
17703,,,Subspecies,Platysteira cyanea aethiopica,Brown-throated Wattle-eye,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18951,,Platysteira cyanea aethiopica,,Wattle-eyes and Batises,Platysteira cyanea aethiopica,Brown-throated Wattle-eye,156-001-004-000-003,,,,,,,,,se Sudan and s Ethiopia,,eastern South Sudan and Ethiopia,"E South Sudan, W Ethiopia",,
17704,565,1125,Species,Platysteira concreta,Yellow-bellied Wattle-eye,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Platysteiridae,18965,ybweye1,Platysteira concreta,Yellow-bellied Wattle-eye,Wattle-eyes and Batises,Dyaphorophyia concreta,Yellow-bellied Wattle-eye,156-001-003-006,Dyaphorophyia concreta,Rufous-bellied Wattle-eye,"Dyaphorophyia concreta and D. ansorgei (del Hoyo and Collar 2016) were previously lumped as Platysteira concreta following Dowsett & Forbes-Watson (1993) and Sibley & Monroe (1990, 1993).",103704634,,,1023,546,"AF : w, c",,,,If extralimital Rufous-bellied Wattle-eye is separated then Yellow-bellied becomes D. ansorgei,
